序号,代码,名称,最新价(元) 10:29,涨跌幅(%) 10:29,证券类型,涨跌幅(%) 2026.07.08,成交额(元) 2026.07.08,成交额(元) 10:29,申万行业分类,股票简称,东财行业总分类,概念,涨跌额(元) 10:29,最高价(元) 10:29,最低价(元) 10:29,换手率(%) 10:29,量比 10:29,成交量(股) 10:29,市盈率(动)(倍) 2026.07.10,市净率(倍) 2026.07.10,总市值(元) 2026.07.10,流通市值(元) 2026.07.10
17,001309,德明利,846.99,-1.57,A股,-3.06,115.92亿,66.05亿,电子-半导体-数字芯片设计,德明利,电子-半导体-数字芯片设计,国产芯片、光芯片、专精特新、5G概念、AIPC、昨日高振幅、2026一季报扭亏、长江存储、贬值受益、存储芯片、深成500、通信技术、东方财富热股、智能穿戴、大盘成长、信创、中芯概念、CPO概念、人工智能、科技风格、2025年报预增、MSCI中国、题材股、融资融券、深股通、中证500、半导体概念、大盘股、数据中心、汽车电子,-13.490,878.99,842.00,4.64,1.77,765.74万,14.35,28.9989,1920.70亿,1397.63亿
18,600176,中国巨石,59.10,0.68,A股,-6.57,115.06亿,90.73亿,建筑材料-玻璃玻纤-玻纤制造,中国巨石,建筑材料-玻璃玻纤-玻纤制造,周期股、昨日高振幅、上证180_、标准普尔、东方财富热股、HS300_、2026一季报预增、央国企改革、DeepSeek概念、中字头、富时罗素、PEEK材料概念、MSCI中国、题材股、融资融券、行业龙头、养老金、沪股通、电子布、大盘股、PCB、光伏概念、新材料、一带一路、中欧经济一体化、风能、长江三角,0.400,63.00,58.00,3.76,2.63,1.49亿,46.70,7.5065,2367.05亿,2348.40亿
19,688012,中微公司,482.00,2.21,A股,0.70,114.83亿,81.76亿,电子-半导体-半导体设备,中微公司,电子-半导体-半导体设备,国产芯片、LED概念、区块链、上证180_、国家大基金持股、工业互联、存储芯片、东方财富热股、趋势股、HS300_、大盘成长、中芯概念、高带宽内存、科创板做市股、科技风格、富时罗素、MSCI中国、题材股、宁组合、融资融券、沪股通、半导体概念、大盘股、先进封装、上证50_、股权激励、先进封装设备、长江三角、MiniLED,10.410,492.05,468.10,1.80,2.27,1700.45万,123.50,16.7968,4596.61亿,4546.01亿
20,300408,三环集团,135.50,1.26,A股,-6.84,114.68亿,57.74亿,电子-元件-被动元件,三环集团,电子-元件-被动元件,5G概念、周期股、深证100R、证金持股、燃料电池概念、光通信模块、深成500、华为概念、小米概念、通信技术、智能穿戴、电池技术、消费电子概念、HS300_、大盘成长、CPO概念、科技风格、富时罗素、MLCC、MSCI中国、融资融券、深股通、大盘股、被动元件概念、数据中心、新材料、光纤概念、创业板综、SOFC,1.690,144.49,134.18,2.22,2.28,4149.24万,85.17,12.5105,2694.35亿,2534.33亿
21,300394,天孚通信,282.96,4.22,A股,0.65,107.29亿,97.13亿,通信-通信设备-通信网络设备及器件,天孚通信,通信-通信设备-通信网络设备及器件,专精特新、5G概念、深证100R、贬值受益、深成500、华为概念、通信技术、东方财富热股、HS300_、大盘成长、CPO概念、无人驾驶、科技风格、富时罗素、2025年报预增、MSCI中国、融资融券、深股通、算力概念、大盘股、MPO连接器、先进封装、数据中心、英伟达概念、光纤概念、创业板综,11.460,291.80,279.99,3.11,2.97,3388.21万,156.74,56.4493,3085.94亿,3079.05亿
22,688041,海光信息,386.59,6.36,A股,0.12,105.89亿,114.38亿,电子-半导体-数字芯片设计,海光信息,电子-半导体-数字芯片设计,国产芯片、专精特新、东数西算、上证180_、抖音概念、CPU、水利建设、GPU、AI芯片、趋势股、HS300_、大盘成长、腾讯概念、信创、百度概念、DeepSeek概念、人工智能、中国AI 50、科技风格、MSCI中国、阿里概念、量子科技、权重股、融资融券、算力概念、沪股通、半导体概念、大盘股、上证50_、阿里系算力,23.130,395.17,365.87,1.29,3.55,3001.20万,327.02,38.8249,8987.75亿,8987.75亿
23,600522,中天科技,47.66,1.10,A股,-5.10,101.86亿,94.80亿,通信-通信设备-通信线缆及配套,中天科技,通信-通信设备-通信线缆及配套,国产芯片、海工装备、数字经济、上证180_、3D打印、铜缆高速连接、东方财富热股、空芯光纤、碳纤维、OLED、央视50_、富时罗素、物联网、阿里概念、机器人概念、数据要素、中越经济一体化、融资融券、低空经济、液冷概念、商业航天、绿色电力、半导体概念、特高压、PCB、数据中心、光伏概念、铁路基建、超导概念、光纤概念、智能电网、石墨烯、海洋经济、长江三角、碳中和、大数据、光纤光缆、数据中心液冷、5G概念、东数西算、昨日高振幅、证金持股、光通信模块、新能源车、钙钛矿电池、工业互联、标准普尔、航运概念、华为概念、通信技术、创投、电池技术、HS300_、固态电池、储能概念、核能核电、CPO概念、DeepSeek概念、超级电容、科技风格、海底电缆、MSCI中国、电网概念、量子科技、6G概念、充电桩、沪股通、参股券商、大盘股、PET铜箔、新能源、氢能源、系统集成、新材料、可控核聚变、一带一路、锂电池概念、中欧经济一体化、阿里系算力、风能、参股银行、汽车电子、柔性直流输电,0.520,49.78,47.17,5.73,3.12,1.95亿,44.24,4.3804,1626.27亿,1626.27亿
24,301308,江波龙,623.79,0.61,A股,-5.60,101.55亿,64.07亿,电子-半导体-数字芯片设计,江波龙,电子-半导体-数字芯片设计,国产芯片、专精特新、深证100R、AIPC、贬值受益、国家大基金持股、长江存储、2026中报预增、存储芯片、深成500、华为概念、小米概念、东方财富热股、智能穿戴、消费电子概念、HS300_、AI手机结构件、信创、科技风格、2025年报预增、MSCI中国、AI手机、机器人概念、华为鲲鹏、数据安全、融资融券、AI眼镜、深股通、智能座舱、半导体概念、大盘股、先进封装、数据中心、长鑫存储、小米汽车、创业板综、DRAM存储、EDR概念,3.790,645.09,620.00,3.59,1.92,1012.82万,17.09,22.1724,2639.86亿,1758.73亿
25,688347,华虹宏力,393.97,-1.63,A股,10.62,100.02亿,64.93亿,电子-半导体-集成电路制造,华虹宏力,电子-半导体-集成电路制造,题材股、国产芯片、融资融券、昨日高振幅、近期新高、国家大基金持股、上证380、中证500、沪股通、半导体概念、存储芯片、大盘股、趋势股、消费电子概念、大盘成长、历史新高 、央国企改革、百日新高 、科技风格、MSCI中国、沪企改革,-6.530,407.98,375.00,4.08,2.57,1665.35万,1226.32,15.1298,6845.95亿,1606.37亿
26,300750,宁德时代,361.59,-3.70,A股,-3.08,99.03亿,61.60亿,电力设备-电池-锂电池,宁德时代,电力设备-电池-锂电池,钠离子电池、周期股、深证100R、新能源车、深成500、宁德时代概念、先进制造风格、华为概念、长安汽车概念、电池技术、HS300_、固态电池、储能概念、蚂蚁概念、富时罗素、MSCI中国、动力电池回收、宁组合、权重股、融资融券、行业龙头、华为汽车、深股通、大盘股、麒麟电池、小米汽车、换电概念、锂电池概念、茅指数、创业板综、锂矿概念、特斯拉概念,-13.910,375.20,361.06,0.40,2.53,1688.63万,20.17,5.1196,1.67万亿,1.54万亿
27,300604,长川科技,393.84,5.30,A股,4.24,97.08亿,71.14亿,电子-半导体-半导体设备,长川科技,电子-半导体-半导体设备,国产芯片、专精特新、两岸合作、昨日高振幅、国家大基金持股、2026中报预增、存储芯片、深成500、东方财富热股、趋势股、大盘成长、2025三季报预增、百日新高 、科技风格、2025年报预增、MSCI中国、题材股、融资融券、深股通、近期新高、中证500、半导体概念、大盘股、历史新高 、海峡两岸、创业板综,19.840,395.00,373.50,3.78,2.44,1850.48万,177.26,49.6968,2499.61亿,1928.52亿
28,300223,北京君正,235.01,-0.43,A股,-6.84,91.87亿,46.98亿,电子-半导体-数字芯片设计,北京君正,电子-半导体-数字芯片设计,国产芯片、中盘股、区块链、鸿蒙概念、贬值受益、抖音概念、CPU、3D打印、存储芯片、深成500、小米概念、智能穿戴、消费电子概念、SRAM存储、京津冀一体化、智能家居、毫米波概念、人工智能、无人驾驶、OLED、科技风格、富时罗素、MCU芯片、物联网、MSCI中国、人脸识别、机器人概念、安防概念、融资融券、AI眼镜、深股通、超清视频、智能座舱、中证500、半导体概念、智能音箱、机器视觉、3D打印设备、创业板综、汽车芯片、传感器、DRAM存储、汽车电子、MiniLED,-1.010,244.92,230.17,4.67,1.63,1967.57万,89.08,8.9656,1136.61亿,990.98亿
29,603893,瑞芯微,224.36,8.20,A股,5.92,89.34亿,36.25亿,电子-半导体-数字芯片设计,瑞芯微,电子-半导体-数字芯片设计,国产芯片、专精特新、昨日高振幅、上证180_、国家大基金持股、2026中报预增、AI芯片、华为概念、小米概念、趋势股、智能穿戴、消费电子概念、HS300_、大盘成长、2025三季报预增、腾讯概念、电力物联网、2026一季报预增、百度概念、智能家居、人工智能、中国AI 50、科技风格、MCU芯片、2025年报预增、物联网、MSCI中国、机器人概念、福建自贸区、融资融券、AI眼镜、虚拟现实、智能座舱、沪股通、ASIC芯片、半导体概念、大盘股、智能音箱、机器视觉、人形机器人、比亚迪概念、海峡两岸、股权激励、汽车芯片、EDR概念,17.000,227.00,207.00,3.93,2.67,1663.51万,72.11,20.1039,949.52亿,949.40亿
30,300433,蓝思科技,45.64,-2.33,A股,-11.19,89.29亿,29.26亿,电子-消费电子-消费电子零部件及组装,蓝思科技,电子-消费电子-消费电子零部件及组装,深证100R、AIPC、贬值受益、3D打印、深成500、宁德时代概念、新型工业化、智能穿戴、太空算力、蚂蚁概念、OLED、富时罗素、机器人概念、融资融券、人脑工程、光伏玻璃、液冷概念、太空光伏、商业航天、苹果概念、先进封装、光伏概念、玻璃基板、光纤概念、无线耳机、电子烟、元宇宙概念、新能源车、灵巧手、工业互联、柔性屏、华为概念、小米概念、TOPCON电池、消费电子概念、HS300_、AI手机结构件、越疆机器人、智能家居、荣耀概念、混合现实、科技风格、MSCI中国、AI手机、AI眼镜、充电桩、深股通、虚拟现实、智能座舱、大盘股、蓝宝石、新材料、人形机器人、小米汽车、比亚迪概念、创业板综、减速器、智能物流、传感器、汽车电子、3D玻璃、特斯拉概念,-1.090,47.12,45.22,1.28,1.73,6346.04万,-402.61,4.5993,2409.22亿,2268.17亿
31,300285,国瓷材料,79.44,-1.68,A股,-10.35,88.89亿,46.33亿,电子-电子化学品Ⅱ-电子化学品Ⅲ,国瓷材料,电子-电子化学品Ⅱ-电子化学品Ⅲ,国产芯片、中盘股、5G概念、新能源车、3D打印、深成500、节能环保、宁德时代概念、电池技术、消费电子概念、固态电池、CPO概念、科技风格、富时罗素、牙科医疗、MLCC、融资融券、深股通、中盘成长、中证500、商业航天、蓝宝石、被动元件概念、氢能源、新材料、卫星导航、比亚迪概念、锂电池概念、创业板综,-1.360,84.82,78.50,6.63,2.33,5658.12万,139.24,11.1427,792.35亿,678.41亿
32,002281,光迅科技,248.44,4.17,A股,-2.19,86.99亿,85.77亿,通信-通信设备-通信网络设备及器件,光迅科技,通信-通信设备-通信网络设备及器件,国产芯片、光芯片、5G概念、东数西算、昨日高振幅、OCS交换机、光通信模块、抖音概念、标准普尔、深成500、华为概念、最近多板、通信技术、东方财富热股、大盘成长、腾讯概念、央国企改革、百度概念、CPO概念、量子通信、科技风格、富时罗素、MSCI中国、阿里概念、量子科技、激光雷达、6G概念、融资融券、液冷概念、深股通、昨日首板、字节系算力、量子测量、中证500、F5G概念、大盘股、先进封装、华为系算力、数据中心、一带一路、光纤概念、6G元器件、湖北三资改革、湖北自贸,9.950,258.66,246.06,4.35,3.25,3392.16万,214.25,14.8726,2056.17亿,1939.23亿
33,000021,深科技,61.86,9.99,A股,-5.44,84.36亿,97.89亿,电子-消费电子-消费电子零部件及组装,深科技,电子-消费电子-消费电子零部件及组装,国产芯片、中盘股、区块链、昨日高振幅、数字经济、贬值受益、新能源车、光通信模块、第三代半导体、存储芯片、标准普尔、深圳特区、深成500、最近多板、东方财富热股、消费电子概念、储能概念、央国企改革、CPO概念、超级电容、科技风格、富时罗素、物联网、MSCI中国、电网概念、机器人概念、题材股、医疗器械概念、融资融券、深股通、虚拟电厂、昨日首板、无人机、中盘成长、中证500、半导体概念、先进封装、智能电网、先进封装材料、智能物流、汽车电子、DRAM存储,5.620,61.86,59.02,10.14,3.48,1.60亿,100.54,7.4835,973.91亿,973.77亿
34,300475,香农芯创,275.05,2.64,A股,-0.10,82.32亿,56.62亿,电子-其他电子Ⅱ-其他电子Ⅲ,香农芯创,电子-其他电子Ⅱ-其他电子Ⅲ,国产芯片、中盘股、融资融券、东数西算、行业龙头、深股通、贬值受益、抖音概念、中盘成长、中证500、半导体概念、存储芯片、深成500、芯片分销、数据中心、腾讯概念、高带宽内存、2026一季报预增、创业板综、科技风格、2025年报预增、MSCI中国、阿里概念,7.070,283.10,263.02,4.58,2.31,2061.80万,24.32,26.3767,1291.19亿,1237.55亿
35,688521,芯原股份,317.99,-3.22,A股,1.39,82.11亿,45.58亿,电子-半导体-数字芯片设计,芯原股份,电子-半导体-数字芯片设计,国产芯片、东数西算、上证180_、国家大基金持股、GPU、AI芯片、HS300_、大盘成长、腾讯概念、人工智能、无人驾驶、科技风格、MCU芯片、物联网、MSCI中国、阿里概念、AI手机、上海自贸、融资融券、AI眼镜、数字货币、虚拟现实、沪股通、ASIC芯片、半导体概念、先进封装、大盘股、智能音箱、汽车芯片,-10.570,326.89,312.50,2.71,2.47,1424.99万,-122.68,53.1463,1672.52亿,1672.52亿
36,600667,太极实业,27.07,3.05,A股,-9.27,80.90亿,70.60亿,建筑装饰-工程咨询服务Ⅱ-工程咨询服务Ⅲ,太极实业,建筑装饰-工程咨询服务Ⅱ-工程咨询服务Ⅲ,国产芯片、昨日高振幅、存储芯片、标准普尔、工程建设、最近多板、东方财富热股、昨日高换手、央国企改革、OLED、富时罗素、题材股、融资融券、昨日首板、上证380、沪股通、绿色电力、半导体概念、先进封装、数据中心、光伏概念、小盘股、小盘成长、长江三角、光伏建筑一体化,0.800,27.95,26.50,12.33,2.88,2.58亿,109.74,6.5855,566.81亿,566.81亿
37,688017,XD绿的谐,408.28,0.05,A股,-15.93,80.41亿,29.87亿,机械设备-自动化设备-机器人,绿的谐波,机械设备-自动化设备-机器人,专精特新、中盘股、医疗器械概念、融资融券、中盘成长、上证380、中证500、沪股通、半导体概念、新型工业化、先进制造风格、新能源、人形机器人、中国AI 50、2025年报预增、减速器、机器人执行器、机器人概念,0.210,422.00,390.99,3.97,1.44,728.41万,574.25,21.2332,749.60亿,749.60亿
38,002475,立讯精密,64.38,-0.12,A股,-1.28,80.07亿,41.51亿,电子-消费电子-消费电子零部件及组装,立讯精密,电子-消费电子-消费电子零部件及组装,国产芯片、周期股、DAC无源铜缆、深证100R、贬值受益、3D摄像头、深圳特区、深成500、铜缆高速连接、智能穿戴、CDU、无人驾驶、富时罗素、无线充电、机器人概念、融资融券、液冷概念、商业航天、苹果概念、智能音箱、数据中心、无线耳机、5G概念、昨日高振幅、电子烟、证金持股、转债标的、光通信模块、新能源车、标准普尔、华为概念、通信技术、消费电子概念、HS300_、智能家居、CPO概念、毫米波概念、混合现实、科技风格、HUD抬头显示、MSCI中国、权重股、AI眼镜、深股通、充电桩、虚拟现实、智能座舱、华为手机、大盘股、机器视觉、人形机器人、茅指数、海峡两岸、汽车电子,-0.080,65.66,63.80,0.88,1.62,6418.83万,33.98,5.6300,4974.31亿,4716.62亿
39,600206,有研新材,63.09,6.25,A股,-3.57,78.09亿,55.33亿,电子-半导体-半导体材料,有研新材,电子-半导体-半导体材料,国产芯片、5G概念、昨日高振幅、磁材加工、长江存储、国家大基金持股、3D打印、存储芯片、标准普尔、华为概念、最近多板、通信技术、东方财富热股、尾气治理、昨日高换手、趋势股、2025三季报预增、中芯概念、京津冀一体化、央国企改革、OLED、小金属概念、富时罗素、牙科医疗、2025年报预增、题材股、军工、稀土永磁、雄安新区、医疗器械概念、融资融券、沪股通、半导体概念、先进封装、新能源、小盘股、新材料、光纤概念、先进封装材料、传感器,3.710,64.13,60.80,10.43,2.97,8829.48万,151.31,12.5307,534.26亿,534.26亿
